,incident_number,description,category_full,ci_name,owner_group,urgency,priority,sla
3266,I230404_000444,"Trigger: Job JOBS.OTC_MCI_000_SA010_PROCESS-BILLING-DUE-LIST_ND_07; in workflow OTC_MCI_000_SA010_PROCESS-BILLING-DUE-LIST_NON_DOMESTIC; completed with status ENDED_NOT_OK - aborted;
Responsible team: CORP_ISC_Scheduling
Trigger description: ROQPROD;ENDED_NOT_OK - aborted;1800;0000000000000102;OTC_MCI_000_SA010_PROCESS-BILLING-DUE-LIST_NON_DOMESTIC;JOBP;0420541091;JOBS.OTC_MCI_000_SA010_PROCESS-BILLING-DUE-LIST_ND_07;P2
Trigger severity: High
Trigger nseverity: 4
Trigger tags: Application:CA Automic, EventText:ROQPROD;ENDED_NOT_OK - aborted;1800;0000000000000102;OTC_MCI_000_SA010_PROCESS-BILLING-DUE-LIST_NON_DOMESTIC;JOBP;0420541091;JOBS.OTC_MCI_000_SA010_PROCESS-BILLING-DUE-LIST_ND_07;P2, Opened at:1680645, RT:CORP_ISC_Scheduling
Host: S101A779
Host group: Lestrem/Windows, ORDT, Windows/Lestrem
Host description: 
Zabbix event ID: 1041642911",Incidents/Infrastructure/ERP/Scheduling/One Automation,S101A779,CORP_ISC_L1,2 - Medium,2.0,ISC SLA INC P2
3267,I230430_000014,"Trigger: Event ID - 6004 Event -  ADDriver: Failed to write logs because of the error: Access to the path 'powershell.exe_EMS_2023042123-44.LOG' is denied..
Responsible team: CORP_ISC_Wintel
Trigger description: ADDriver: Failed to write logs because of the error: Access to the path 'powershell.exe_EMS_2023042123-44.LOG' is denied..
Opened at: 1682832
Trigger severity: Average
Trigger nseverity: 3
Trigger tags: App_Source:MSExchange Common, Application:Event log Application, EVENT_ID:6004, Host:S101X01X, Opened at:1682832, RT:CORP_ISC_Wintel
Host: S101X01X
Host group: EXCH, Exchange/Lestrem, Lestrem/Exchange
Host description: 
Zabbix event ID: 1064654322",Incidents/Infrastructure/System/Exchange On'prem,S101X01X,CORP_ISC_L1,3 - Low,3.0,ISC SLA INC P3
3268,I230404_000423,"Trigger: C:\ClusterStorage\CLU-GEO-ORA-101-CSV-03 Disk space is low (used > 85%)
Responsible team: CORP_ISC_Wintel
Trigger description: 
Trigger severity: Warning
Trigger nseverity: 2
Trigger tags: Application:Filesystem C:\ClusterStorage\CLU-GEO-ORA-101-CSV-03, FSNAME:C:\ClusterStorage\CLU-GEO-ORA-101-CSV-03, RT:CORP_ISC_Wintel, Severity:Warning
Host: S101V143
Host group: Lestrem/Windows, VSRV, Windows/Lestrem
Host description: 
Zabbix event ID: 1041558560",Incidents/Infrastructure/System/Hyper-V,S101V143,CORP_ISC_L1,3 - Low,4.0,ISC SLA INC P4
3269,I230416_000057,"Trigger: Host has been restarted (uptime < 15m)
Responsible team: CORP_ISC_Wintel
Trigger description: 
Trigger severity: Warning
Trigger nseverity: 2
Trigger tags: Application:Status, RT:CORP_ISC_Wintel
Host: C101A208
Host group: DOMP, Lestrem/Windows, Windows/Lestrem
Host description: 
Zabbix event ID: 1051782045",Incidents/Infrastructure/System/Server,C101A208,CORP_ISC_L1,3 - Low,4.0,ISC SLA INC P4
3270,I230417_000274,"Trigger: SAP Solman detect problem on PTM~ABAP such as High number of ABAP Short Dumps
Responsible team: CORP_ISC_SAP
Trigger description: 20230417225054;PTM~ABAP;005056A5D24B1EDDB7AC317D39887386;High number of ABAP Short Dumps;High;A high number of short dumps was generated on ABAP system PTM.Analysis Tools:Display the system short dumps statistics in the https://sapsmprd.roquette.corp.priv:8001/sap/bc/webdynpro/sap/diag_app_starter?APP_ID=RCA_E2E_EXCEPTION_ANALYSIS&DATABASES&HOSTS&TECH_SCEN&TECH_SYS=PTM%7eABAP&sap-client=400&sap-language=EN E2E Exception Analysis.Analyze the short dumps in https://seap60a.roquette.corp.priv:8001/sap/bc/gui/sap/its/webgui?%7etransaction=ST22&sap-language=EN&sap-client=400 transaction ST22.
Opened at: 1681764
Trigger severity: Average
Trigger nseverity: 3
Trigger tags: Application:SAP Solman, Host:seap50s, Opened at:1681764, RT:CORP_ISC_SAP, TriggerValue:PTM~ABAP such as High number of ABAP Short Dumps
Host: SEAP50S
Host group: Lestrem/Linux, Linux/Lestrem, SSMT
Host description: 
Zabbix event ID: 1053361933",Incidents/Infrastructure/ERP/SAP/SSM,SEAP50S,CORP_ISC_L1,3 - Low,3.0,ISC SLA INC P3
3271,I230417_000162,"Trigger: S281V100 has been restarted (uptime < 15m)
Responsible team: CORP_ISC_Virtualization
Trigger description: Uptime is less than 10 minutes
Trigger severity: Warning
Trigger nseverity: 2
Trigger tags: Application:Status, RT:CORP_ISC_Virtualization
Host: S281V100
Host group: VSRV, Warsaw/Windows, Windows/Warsaw
Host description: 
Zabbix event ID: 1053009954",Incidents/Infrastructure/System/Hyper-V,S281V100,CORP_ISC_L1,3 - Low,4.0,ISC SLA INC P4
3272,I230427_000153,"Trigger: Process sqlplus_server != 1
Responsible team: CORP_ISC_Wintel
Trigger description: 
Trigger severity: Warning
Trigger nseverity: 2
Trigger tags: Application:BDTR_V101_IP21, Host:S260A183, Id:009, RT:CORP_ISC_Wintel
Host: S260A183
Host group: ST/Windows, TMES, Windows/ST
Host description: 
Zabbix event ID: 1062146796",Incidents/Infrastructure/System/Manufacturing Apps,S260A183,CORP_ISC_L1,3 - Low,4.0,ISC SLA INC P4
3273,I230427_000199,"Trigger: Process h21archive != 12
Responsible team: CORP_ISC_Wintel
Trigger description: 
Trigger severity: Warning
Trigger nseverity: 2
Trigger tags: Application:h21archive, Host:S260A181, RT:CORP_ISC_Wintel
Host: S260A181
Host group: ST/Windows, TMES, Windows/ST
Host description: 
Zabbix event ID: 1062204983",Incidents/Infrastructure/System/Manufacturing Apps,S260A181,CORP_ISC_L1,3 - Low,4.0,ISC SLA INC P4
3274,I230427_000200,"Trigger: Process h21archive != 12
Responsible team: CORP_ISC_Wintel
Trigger description: 
Trigger severity: Warning
Trigger nseverity: 2
Trigger tags: Application:h21archive, Host:S260A182, RT:CORP_ISC_Wintel
Host: S260A182
Host group: ST/Windows, TMES, Windows/ST
Host description: 
Zabbix event ID: 1062205033",Incidents/Infrastructure/System/Manufacturing Apps,S260A182,CORP_ISC_L1,3 - Low,4.0,ISC SLA INC P4
3275,I230428_000023,"Trigger: C: Disk space is low (used > 90%)
Responsible team: CORP_ISC_Wintel
Trigger description: 54.3 GB of 59.66 GB (91.53 %)
Trigger severity: Warning
Trigger nseverity: 2
Trigger tags: Application:Filesystem C:, FSNAME:C:, RT:CORP_ISC_Wintel, Severity:Warning
Host: S208F01
Host group: BURO, Gurnee/Windows, Windows/Gurnee
Host description: 
Zabbix event ID: 1062717759",Incidents/Infrastructure/System/Files Server,S208F01,CORP_ISC_L1,3 - Low,4.0,ISC SLA INC P4
3276,I230426_000145,"Trigger: Process h21archive != 12
Responsible team: CORP_ISC_Wintel
Trigger description: 
Trigger severity: Warning
Trigger nseverity: 2
Trigger tags: Application:h21archive, Host:S260A184, RT:CORP_ISC_Wintel
Host: S260A184
Host group: ST/Windows, TMES, Windows/ST
Host description: 
Zabbix event ID: 1061223641",Incidents/Infrastructure/System/Manufacturing Apps,S260A184,CORP_ISC_L1,3 - Low,4.0,ISC SLA INC P4
3277,I230429_000054,"Trigger: Host has been restarted (uptime < 15m)
Responsible team: CORP_ISC_Wintel
Trigger description: 
Trigger severity: Warning
Trigger nseverity: 2
Trigger tags: Application:Status, RT:CORP_ISC_Wintel
Host: S101A659
Host group: Lestrem/Windows, SCDE, Windows/Lestrem
Host description: 
Zabbix event ID: 1064172199",Incidents/Infrastructure/System/Server,S101A659,CORP_ISC_L1,3 - Low,4.0,ISC SLA INC P4
3278,I230430_000056,"Trigger: Zabbix agent is not running
Responsible team: CORP_ISC_Wintel
Trigger description: There is no data from Zabbix agent, but host is available by ping.
Trigger severity: Average
Trigger nseverity: 3
Trigger tags: Application:Monitoring agent, RT:CORP_ISC_Wintel
Host: S224T01R
Host group: AD_E, Geneva/Windows, Windows/Geneva
Host description: 
Zabbix event ID: 1064108053",Incidents/Infrastructure/System/Domain controler,S224T01R,CORP_ISC_Wintel,3 - Low,3.0,ISC SLA INC P3
3279,I230430_000068,"Trigger: Zabbix agent is not running
Responsible team: CORP_ISC_Wintel
Trigger description: There is no data from Zabbix agent, but host is available by ping.
Trigger severity: Average
Trigger nseverity: 3
Trigger tags: Application:Monitoring agent, RT:CORP_ISC_Wintel
Host: S224F01
Host group: BURO, Geneva/Windows, Windows/Geneva
Host description: 
Zabbix event ID: 1064106536",Incidents/Infrastructure/System/Files Server,S224F01,CORP_ISC_L1,3 - Low,3.0,ISC SLA INC P3
3280,I230428_000294,"Trigger: Zabbix agent and host is not available
Responsible team: CORP_ISC_Wintel
Trigger description: There is no data from Zabbix agent and host is not available by ping.
Trigger severity: High
Trigger nseverity: 4
Trigger tags: Application:Monitoring agent, RT:CORP_ISC_Wintel
Host: S101A298
Host group: AZUR, Azure/Windows, Windows/Azure
Host description: 
Zabbix event ID: 1063443426",Incidents/Infrastructure/System/AZURE,S101A298,CORP_ISC_L1,3 - Low,3.0,ISC SLA INC P3
3281,I230428_000203,"Trigger: Process sqlplus_server != 1
Responsible team: CORP_ISC_Wintel
Trigger description: 
Trigger severity: Warning
Trigger nseverity: 2
Trigger tags: Application:BDTR_V101_IP21, Host:S260A186, Id:009, RT:CORP_ISC_Wintel
Host: S260A186
Host group: ST/Windows, TMES, Windows/ST
Host description: 
Zabbix event ID: 1063163278",Incidents/Infrastructure/System/Manufacturing Apps,S260A186,CORP_ISC_L1,3 - Low,4.0,ISC SLA INC P4
3282,I230428_000173,"Trigger: Zabbix agent is not running
Responsible team: CORP_ISC_Wintel
Trigger description: There is no data from Zabbix agent, but host is available by ping.
Trigger severity: Average
Trigger nseverity: 3
Trigger tags: Application:Monitoring agent, RT:CORP_ISC_Wintel
Host: S210A150
Host group: Keokuk/Windows, TMES, Windows/Keokuk
Host description: 
Zabbix event ID: 1063103512",Incidents/Infrastructure/System/Manufacturing Apps,S210A150,CORP_ISC_L1,3 - Low,3.0,ISC SLA INC P3
3283,I230428_000149,"Trigger: Job SARE.FEX_0053_210_H_SQL_PROD_ON_NOSCRIPT; in workflow JSCH.SARE.FEX_0053_210_NETBACKUP_BACKUPS; completed with status ENDED_OK - ended normally;
Responsible team: CORP_ISC_Scheduling
Trigger description: ROQPROD;ENDED_OK - ended normally;1900;0000000000000000;JSCH.SARE.FEX_0053_210_NETBACKUP_BACKUPS;JSCH;0429246194;SARE.FEX_0053_210_H_SQL_PROD_ON_NOSCRIPT;ERP
Trigger severity: Average
Trigger nseverity: 3
Trigger tags: Application:CA Automic, EventText:ROQPROD;ENDED_OK - ended normally;1900;0000000000000000;JSCH.SARE.FEX_0053_210_NETBACKUP_BACKUPS;JSCH;0429246194;SARE.FEX_0053_210_H_SQL_PROD_ON_NOSCRIPT;ERP, Opened at:1682681, RT:CORP_ISC_Scheduling
Host: S101A779
Host group: Lestrem/Windows, ORDT, Windows/Lestrem
Host description: 
Zabbix event ID: 1063050835",Incidents/Infrastructure/ERP/Scheduling/One Automation,S101A779,CORP_ISC_L1,3 - Low,3.0,ISC SLA INC P3
3284,I230424_000298,"Trigger: Interface Ethernet1/1(SWU235H-A Eth1/13): High bandwidth usage (>90% )
Responsible team: {EVENT.TAGS.RT}
Trigger description: The network interface utilization is close to its estimated maximum bandwidth.
Trigger severity: Warning
Trigger nseverity: 2
Trigger tags: Application:Interface Ethernet1/1(SWU235H-A Eth1/13)
Host: SWI235B
Host group: GIGA, Lestrem/Network, Network/Lestrem
Host description: 
Zabbix event ID: 1059709946",Incidents/Infrastructure/Network/LAN,SWI235B,CORP_ISC_L1,3 - Low,4.0,ISC SLA INC P4
3285,I230424_000300,"Trigger: Interface Ethernet1/13(U: Uplink): High bandwidth usage (>90% )
Responsible team: {EVENT.TAGS.RT}
Trigger description: The network interface utilization is close to its estimated maximum bandwidth.
Trigger severity: Warning
Trigger nseverity: 2
Trigger tags: Application:Interface Ethernet1/13(U: Uplink)
Host: SWU235H-A
Host group: GIGA, Lestrem/Network, Network/Lestrem
Host description: 
Zabbix event ID: 1059711231",Incidents/Infrastructure/ERP/SAN,SWU235H-A,CORP_ISC_L1,3 - Low,4.0,ISC SLA INC P4
3286,I230425_000244,"Trigger: Interface Ethernet1/1(SWU235H-A Eth1/13): High bandwidth usage (>90% )
Responsible team: {EVENT.TAGS.RT}
Trigger description: The network interface utilization is close to its estimated maximum bandwidth.
Trigger severity: Warning
Trigger nseverity: 2
Trigger tags: Application:Interface Ethernet1/1(SWU235H-A Eth1/13)
Host: SWI235B
Host group: GIGA, Lestrem/Network, Network/Lestrem
Host description: 
Zabbix event ID: 1060656652",Incidents/Infrastructure/Network/LAN,SWI235B,CORP_ISC_L1,3 - Low,4.0,ISC SLA INC P4
3287,I230421_000250,"Trigger: Interface Ethernet1/1(SWU235H-A Eth1/13): High bandwidth usage (>90% )
Responsible team: {EVENT.TAGS.RT}
Trigger description: The network interface utilization is close to its estimated maximum bandwidth.
Trigger severity: Warning
Trigger nseverity: 2
Trigger tags: Application:Interface Ethernet1/1(SWU235H-A Eth1/13)
Host: SWI235B
Host group: GIGA, Lestrem/Network, Network/Lestrem
Host description: 
Zabbix event ID: 1056987765",Incidents/Infrastructure/Network/LAN,SWI235B,CORP_ISC_L1,3 - Low,4.0,ISC SLA INC P4
3288,I230421_000251,"Trigger: Interface Ethernet1/13(U: Uplink): High bandwidth usage (>90% )
Responsible team: {EVENT.TAGS.RT}
Trigger description: The network interface utilization is close to its estimated maximum bandwidth.
Trigger severity: Warning
Trigger nseverity: 2
Trigger tags: Application:Interface Ethernet1/13(U: Uplink)
Host: SWU235H-A
Host group: GIGA, Lestrem/Network, Network/Lestrem
Host description: 
Zabbix event ID: 1056988722",Incidents/Infrastructure/ERP/SAN,SWU235H-A,CORP_ISC_L1,3 - Low,4.0,ISC SLA INC P4
3289,I230420_000247,"Trigger: Interface Ethernet1/20(SWU200H-B Eth1/16): High bandwidth usage (>90% )
Responsible team: {EVENT.TAGS.RT}
Trigger description: The network interface utilization is close to its estimated maximum bandwidth.
Trigger severity: Warning
Trigger nseverity: 2
Trigger tags: Application:Interface Ethernet1/20(SWU200H-B Eth1/16)
Host: SWI235B
Host group: GIGA, Lestrem/Network, Network/Lestrem
Host description: 
Zabbix event ID: 1056090919",Incidents/Infrastructure/Network/LAN,SWI235B,CORP_ISC_L1,3 - Low,4.0,ISC SLA INC P4
3290,I230421_000245,"Trigger: Interface Ethernet1/16(U: Uplink): High bandwidth usage (>90% )
Responsible team: {EVENT.TAGS.RT}
Trigger description: The network interface utilization is close to its estimated maximum bandwidth.
Trigger severity: Warning
Trigger nseverity: 2
Trigger tags: Application:Interface Ethernet1/16(U: Uplink)
Host: SWU200H-B
Host group: GIGA, Lestrem/Network, Network/Lestrem
Host description: 
Zabbix event ID: 1056978012",Incidents/Infrastructure/ERP/SAN,SWU200H-B,CORP_ISC_L1,3 - Low,4.0,ISC SLA INC P4
3291,I230421_000246,"Trigger: Interface Ethernet1/20(SWU200H-B Eth1/16): High bandwidth usage (>90% )
Responsible team: {EVENT.TAGS.RT}
Trigger description: The network interface utilization is close to its estimated maximum bandwidth.
Trigger severity: Warning
Trigger nseverity: 2
Trigger tags: Application:Interface Ethernet1/20(SWU200H-B Eth1/16)
Host: SWI235B
Host group: GIGA, Lestrem/Network, Network/Lestrem
Host description: 
Zabbix event ID: 1056978924",Incidents/Infrastructure/Network/LAN,SWI235B,CORP_ISC_L1,3 - Low,4.0,ISC SLA INC P4
3292,I230420_000250,"Trigger: Interface Ethernet1/16(U: Uplink): High bandwidth usage (>90% )
Responsible team: {EVENT.TAGS.RT}
Trigger description: The network interface utilization is close to its estimated maximum bandwidth.
Trigger severity: Warning
Trigger nseverity: 2
Trigger tags: Application:Interface Ethernet1/16(U: Uplink)
Host: SWU200H-B
Host group: GIGA, Lestrem/Network, Network/Lestrem
Host description: 
Zabbix event ID: 1056092168",Incidents/Infrastructure/ERP/SAN,SWU200H-B,CORP_ISC_L1,3 - Low,4.0,ISC SLA INC P4
3293,I230420_000252,"Trigger: Interface Ethernet1/13(U: Uplink): High bandwidth usage (>90% )
Responsible team: {EVENT.TAGS.RT}
Trigger description: The network interface utilization is close to its estimated maximum bandwidth.
Trigger severity: Warning
Trigger nseverity: 2
Trigger tags: Application:Interface Ethernet1/13(U: Uplink)
Host: SWU235H-A
Host group: GIGA, Lestrem/Network, Network/Lestrem
Host description: 
Zabbix event ID: 1056104207",Incidents/Infrastructure/ERP/SAN,SWU235H-A,CORP_ISC_L1,3 - Low,4.0,ISC SLA INC P4
3294,I230420_000253,"Trigger: Interface Ethernet1/1(SWU235H-A Eth1/13): High bandwidth usage (>90% )
Responsible team: {EVENT.TAGS.RT}
Trigger description: The network interface utilization is close to its estimated maximum bandwidth.
Trigger severity: Warning
Trigger nseverity: 2
Trigger tags: Application:Interface Ethernet1/1(SWU235H-A Eth1/13)
Host: SWI235B
Host group: GIGA, Lestrem/Network, Network/Lestrem
Host description: 
Zabbix event ID: 1056104732",Incidents/Infrastructure/Network/LAN,SWI235B,CORP_ISC_L1,3 - Low,4.0,ISC SLA INC P4
3295,I230417_000210,"Trigger: BAI6021 -> Pool ""BAI6021_Storage_Pool"" health status is Degraded (2)
Responsible team: {EVENT.TAGS.RT}
Trigger description: 
Trigger severity: Average
Trigger nseverity: 3
Trigger tags: Application:Pool
Host: BAI6021
Host group: Cassano Spinola/Storage, STOC, Storage/Cassano Spinola
Host description: 
Zabbix event ID: 1053096293Trigger: BAI6021 -> Hard disk 9 in enclosure 1 health status is Degraded (2)
Responsible team: {EVENT.TAGS.RT}
Trigger description: 
Trigger severity: Average
Trigger nseverity: 3
Trigger tags: Application:Disk health
Host: BAI6021
Host group: Cassano Spinola/Storage, STOC, Storage/Cassano Spinola
Host description: 
Zabbix event ID: 1053096294",Incidents/Infrastructure/ERP/Storage,BAI6021,CORP_ISC_L1,3 - Low,3.0,ISC SLA INC P3
3296,I230417_000211,"Trigger: BAI6021 -> Hard disk 9 in enclosure 1 health status is Degraded (2)
Responsible team: {EVENT.TAGS.RT}
Trigger description: 
Trigger severity: Average
Trigger nseverity: 3
Trigger tags: Application:Disk health
Host: BAI6021
Host group: Cassano Spinola/Storage, STOC, Storage/Cassano Spinola
Host description: 
Zabbix event ID: 1053096294",Incidents/Infrastructure/ERP/Storage,BAI6021,CORP_ISC_L1,3 - Low,3.0,ISC SLA INC P3
3297,I230417_000268,"Trigger: Interface Ethernet1/13(U: Uplink): High bandwidth usage (>90% )
Responsible team: {EVENT.TAGS.RT}
Trigger description: The network interface utilization is close to its estimated maximum bandwidth.
Trigger severity: Warning
Trigger nseverity: 2
Trigger tags: Application:Interface Ethernet1/13(U: Uplink)
Host: SWU235H-A
Host group: GIGA, Lestrem/Network, Network/Lestrem
Host description: 
Zabbix event ID: 1053337595",Incidents/Infrastructure/ERP/SAN,SWU235H-A,CORP_ISC_L1,3 - Low,4.0,ISC SLA INC P4
3298,I230415_000107,"Trigger: Interface Ethernet1/1(SWU235H-A Eth1/13): High bandwidth usage (>90% )
Responsible team: {EVENT.TAGS.RT}
Trigger description: The network interface utilization is close to its estimated maximum bandwidth.
Trigger severity: Warning
Trigger nseverity: 2
Trigger tags: Application:Interface Ethernet1/1(SWU235H-A Eth1/13)
Host: SWI235B
Host group: GIGA, Lestrem/Network, Network/Lestrem
Host description: 
Zabbix event ID: 1051315563",Incidents/Infrastructure/Network/LAN,SWI235B,CORP_ISC_L1,3 - Low,4.0,ISC SLA INC P4
3299,I230331_000234,"Trigger: Interface Ethernet1/16(U: Uplink): High bandwidth usage (>90% )
Responsible team: {EVENT.TAGS.RT}
Trigger description: The network interface utilization is close to its estimated maximum bandwidth.
Trigger severity: Warning
Trigger nseverity: 2
Trigger tags: Application:Interface Ethernet1/16(U: Uplink)
Host: SWU200H-B
Host group: GIGA, Lestrem/Network, Network/Lestrem
Host description: 
Zabbix event ID: 1037675465",Incidents/Infrastructure/ERP/SAN,SWU200H-B,CORP_ISC_L1,3 - Low,4.0,ISC SLA INC P4
3300,I230410_000157,"Trigger: Interface Ethernet1/1(SWU235H-A Eth1/13): High bandwidth usage (>90% )
Responsible team: {EVENT.TAGS.RT}
Trigger description: The network interface utilization is close to its estimated maximum bandwidth.
Trigger severity: Warning
Trigger nseverity: 2
Trigger tags: Application:Interface Ethernet1/1(SWU235H-A Eth1/13)
Host: SWI235B
Host group: GIGA, Lestrem/Network, Network/Lestrem
Host description: 
Zabbix event ID: 1046884188",Incidents/Infrastructure/Network/LAN,SWI235B,CORP_ISC_L1,3 - Low,4.0,ISC SLA INC P4
3301,I230417_000212,"Trigger: BAI6021 -> Enclosure ID - ""1"", Serial Number - ""7827273"" LED status is failed
Responsible team: {EVENT.TAGS.RT}
Trigger description: Indicates the status of the fault light-emitting diode (LED) on the enclosure:
on   -   if a service action is required immediately on the enclosure or a component within the enclosure (including a canister, power unit, or non-spared drive).
slow_flashing   -   if there is insufficient battery power to run I/O
off   -   if there are not faults on the enclosure or its components
Trigger severity: High
Trigger nseverity: 4
Trigger tags: Application:Enclosure health
Host: BAI6021
Host group: Cassano Spinola/Storage, STOC, Storage/Cassano Spinola
Host description: 
Zabbix event ID: 1053103423Trigger: BAI6021 -> Hard disk 9 in enclosure 1 health status is Degraded (2)
Responsible team: {EVENT.TAGS.RT}
Trigger description: 
Trigger severity: Average
Trigger nseverity: 3
Trigger tags: Application:Disk health
Host: BAI6021
Host group: Cassano Spinola/Storage, STOC, Storage/Cassano Spinola
Host description: 
Zabbix event ID: 1053096294",Incidents/Infrastructure/ERP/Storage,BAI6021,CORP_ISC_L1,2 - Medium,2.0,ISC SLA INC P2
3302,I230331_000243,"Trigger: Job JOBS.SARE.FEX_0053_NETBACKUP_POLICY_SUBSIDIARIES; in workflow SARE.FEX_0053_202_D_HC_HV_GEO_ON; completed with status ENDED_NOT_OK - aborted;
Responsible team: CORP_ISC_Scheduling
Trigger description: ROQPROD;ENDED_NOT_OK - aborted;1800;0000000000000156;SARE.FEX_0053_202_D_HC_HV_GEO_ON;JOBP;0418991437;JOBS.SARE.FEX_0053_NETBACKUP_POLICY_SUBSIDIARIES;P3
Trigger severity: Average
Trigger nseverity: 3
Trigger tags: Application:CA Automic, EventText:ROQPROD;ENDED_NOT_OK - aborted;1800;0000000000000156;SARE.FEX_0053_202_D_HC_HV_GEO_ON;JOBP;0418991437;JOBS.SARE.FEX_0053_NETBACKUP_POLICY_SUBSIDIARIES;P3, Opened at:1680298, RT:CORP_ISC_Scheduling
Host: S101A779
Host group: Lestrem/Windows, ORDT, Windows/Lestrem
Host description: 
Zabbix event ID: 1037748282",Incidents/Infrastructure/ERP/Scheduling/One Automation,S101A779,CORP_ISC_L1,3 - Low,3.0,ISC SLA INC P3
3303,I230331_000237,"Trigger: Job JOBS.SARE.FEX_0053_NETBACKUP_POLICY_LINUX; in workflow SARE.FEX_0053_101_D_HYPERV_2016_CLU-ORA-101_PROD; completed with status ENDED_NOT_OK - aborted;
Responsible team: CORP_ISC_Scheduling
Trigger description: ROQPROD;ENDED_NOT_OK - aborted;1800;0000000000000156;SARE.FEX_0053_101_D_HYPERV_2016_CLU-ORA-101_PROD;JOBP;0419002857;JOBS.SARE.FEX_0053_NETBACKUP_POLICY_LINUX;P3
Trigger severity: Average
Trigger nseverity: 3
Trigger tags: Application:CA Automic, EventText:ROQPROD;ENDED_NOT_OK - aborted;1800;0000000000000156;SARE.FEX_0053_101_D_HYPERV_2016_CLU-ORA-101_PROD;JOBP;0419002857;JOBS.SARE.FEX_0053_NETBACKUP_POLICY_LINUX;P3, Opened at:1680292, RT:CORP_ISC_Scheduling
Host: S101A779
Host group: Lestrem/Windows, ORDT, Windows/Lestrem
Host description: 
Zabbix event ID: 1037680061",Incidents/Infrastructure/ERP/Scheduling/One Automation,S101A779,CORP_ISC_L1,3 - Low,3.0,ISC SLA INC P3
3304,I230401_000006,"Trigger: Job JOBS.SARE.FEX_0053_NETBACKUP_POLICY_LINUX; in workflow SARE.FEX_0053_101_D_SQL_PROD_ON_NOLOG_NOSCRIPT; completed with status ENDED_NOT_OK - aborted;
Responsible team: CORP_ISC_Scheduling
Trigger description: ROQPROD;ENDED_NOT_OK - aborted;1800;0000000000000002;SARE.FEX_0053_101_D_SQL_PROD_ON_NOLOG_NOSCRIPT;JOBP;0419108012;JOBS.SARE.FEX_0053_NETBACKUP_POLICY_LINUX;P3
Trigger severity: Average
Trigger nseverity: 3
Trigger tags: Application:CA Automic, EventText:ROQPROD;ENDED_NOT_OK - aborted;1800;0000000000000002;SARE.FEX_0053_101_D_SQL_PROD_ON_NOLOG_NOSCRIPT;JOBP;0419108012;JOBS.SARE.FEX_0053_NETBACKUP_POLICY_LINUX;P3, Opened at:1680315, RT:CORP_ISC_Scheduling
Host: S101A779
Host group: Lestrem/Windows, ORDT, Windows/Lestrem
Host description: 
Zabbix event ID: 1037959561",Incidents/Infrastructure/ERP/Scheduling/One Automation,S101A779,CORP_ISC_L1,3 - Low,3.0,ISC SLA INC P3
3305,I230401_000069,"Trigger: Job JOBS.SARE.FEX_0053_NETBACKUP_POLICY_LINUX; in workflow SARE.FEX_0053_101_D_HYPERV_2016_CLU-GEO-101_PROD; completed with status ENDED_NOT_OK - aborted;
Responsible team: CORP_ISC_Scheduling
Trigger description: ROQPROD;ENDED_NOT_OK - aborted;1800;0000000000000156;SARE.FEX_0053_101_D_HYPERV_2016_CLU-GEO-101_PROD;JOBP;0419005887;JOBS.SARE.FEX_0053_NETBACKUP_POLICY_LINUX;P3
Trigger severity: Average
Trigger nseverity: 3
Trigger tags: Application:CA Automic, EventText:ROQPROD;ENDED_NOT_OK - aborted;1800;0000000000000156;SARE.FEX_0053_101_D_HYPERV_2016_CLU-GEO-101_PROD;JOBP;0419005887;JOBS.SARE.FEX_0053_NETBACKUP_POLICY_LINUX;P3, Opened at:1680363, RT:CORP_ISC_Scheduling
Host: S101A779
Host group: Lestrem/Windows, ORDT, Windows/Lestrem
Host description: 
Zabbix event ID: 1038567502",Incidents/Infrastructure/ERP/Scheduling/One Automation,S101A779,CORP_ISC_L1,3 - Low,3.0,ISC SLA INC P3
3306,I230410_000121,"Trigger: OpsCenter (s201s11/S201S11): 4073 Active Job 635076 Running Longer than 1 Day(s) 1 Hour(s) minutes
Responsible team: CORP_ISC_Storage_Backup
Trigger description: Alert Raised on: April 10, 2023 2:46 PM Job: 635076 Tree Type : Server  Tree Name : ALL MASTER SERVERS Nodes : s201s11.roquette.corp.priv Job Policy: SLP_SLP_DAILY Client: S201S11 Alert Policy: Job hung OpsCenter Server: S101A385 Comment:  
Trigger severity: Warning
Trigger nseverity: 2
Trigger tags: Alert Policy:Job hung, Client:S201S11, Comment, Date:April 10, 2023 2:46 PM, Exit Status, Job:635076, Job Policy:SLP_SLP_DAILY, New State, Nodes:s201s11.roquette.corp.priv, Opened at:1681130, OpsCenter Server:S101A385, RT:CORP_ISC_Storage_Backup, SNMP:traps, Severity:Warning, Tree Name:ALL MASTER SERVERS, Tree Type:Server
Host: S101A385
Host group: Lestrem/Windows, SARE, Windows/Lestrem
Host description: 
Zabbix event ID: 1046609896Trigger: E: Disk space is low (used > 85%)
Responsible team: CORP_ISC_Wintel
Trigger description: Space used >85
Trigger severity: Warning
Trigger nseverity: 2
Trigger tags: Application:Filesystem E:, FSNAME:E:, RT:CORP_ISC_Wintel, Severity:Warning
Host: S201S12
Host group: Cassano Spinola/Windows, SARE, Windows/Cassano Spinola
Host description: 
Zabbix event ID: 1035385847",Incidents/Infrastructure/ERP/Backup,S101A385,CORP_ISC_L1,3 - Low,4.0,ISC SLA INC P4
